slug,family,type,name,name_fr,description_en,description_fr,official_url
drone-ci,cloud_devops_infrastructure,tool_platform,Drone CI,Drone CI,Drone CI is a modern continuous integration platform supporting containerized workflows.,Drone CI est une plateforme d'intégration continue moderne supportant les workflows conteneurisés.,https://drone.io
argo-workflows,cloud_devops_infrastructure,tool_platform,Argo Workflows,Argo Workflows,Argo Workflows is an open-source container-native workflow engine for orchestrating jobs on Kubernetes.,Argo Workflows est un moteur de workflows natif pour orchestrer des jobs sur Kubernetes.,
buildkite,cloud_devops_infrastructure,tool_platform,Buildkite,Buildkite,"Buildkite is a platform for running fast, secure, and scalable CI/CD pipelines on your infrastructure.","Buildkite est une plateforme pour exécuter des pipelines CI/CD rapides, sécurisés et évolutifs sur votre infrastructure.",https://buildkite.com
podman,cloud_devops_infrastructure,tool_platform,Podman,Podman,Podman is a container engine that manages OCI containers without requiring a daemon.,Podman est un moteur de conteneurs qui gère les conteneurs OCI sans nécessiter de démon.,https://podman.io
containerd,cloud_devops_infrastructure,tool_platform,containerd,containerd,Containerd is an industry-standard core container runtime that manages the complete container lifecycle.,Containerd est un runtime de conteneurs standard de l'industrie qui gère tout le cycle de vie des conteneurs.,https://containerd.io
cloud-native-buildpacks,cloud_devops_infrastructure,tool_platform,Cloud Native Buildpacks,Cloud Native Buildpacks,Cloud Native Buildpacks automate the creation of container images from source code.,Cloud Native Buildpacks automatisent la création d'images de conteneurs à partir du code source.,https://buildpacks.io
backstage,cloud_devops_infrastructure,tool_platform,Backstage,Backstage,Backstage is an open platform for building developer portals and managing infrastructure.,Backstage est une plateforme open source pour créer des portails développeurs et gérer l'infrastructure.,https://backstage.io
port,cloud_devops_infrastructure,tool_platform,Port,Port,Port is a platform for managing and deploying cloud-native applications and services.,Port est une plateforme pour gérer et déployer des applications et services cloud-native.,
cloudflare-workers,cloud_devops_infrastructure,tool_platform,Cloudflare Workers,Cloudflare Workers,Cloudflare Workers enable serverless application deployment at the edge of the network.,Cloudflare Workers permettent le déploiement d'applications serverless à la périphérie du réseau.,https://developers.cloudflare.com/workers
aws-lambda,cloud_devops_infrastructure,tool_platform,AWS Lambda,AWS Lambda,"AWS Lambda lets you run code without provisioning or managing servers, on a pay-as-you-go basis.","AWS Lambda vous permet d'exécuter du code sans gérer de serveurs, en mode pay-as-you-go.",https://aws.amazon.com/lambda
open-policy-agent,law_compliance_governance,tool_platform,Open Policy Agent,Open Policy Agent,"Open Policy Agent is a policy engine that enables unified, context-aware policy enforcement.",Open Policy Agent est un moteur de politiques permettant une application unifiée et contextuelle des règles.,
jaeger,cloud_devops_infrastructure,tool_platform,Jaeger,Jaeger,Jaeger is an open-source distributed tracing system for monitoring microservices architectures.,Jaeger est un système de traçage distribué open-source pour la surveillance des architectures microservices.,
grafana-loki,cloud_devops_infrastructure,tool_platform,Grafana Loki,Grafana Loki,"Grafana Loki is a log aggregation system designed for efficiency and scalability, seamlessly integrating with Grafana dashboards.","Grafana Loki est un système de collecte de logs conçu pour l'efficacité et la scalabilité, s'intégrant parfaitement avec Grafana.",https://grafana.com/oss/loki
wasmedge,software_engineering,tool_platform,WasmEdge,WasmEdge,WasmEdge is a high-performance WebAssembly runtime optimized for cloud-native applications and edge computing.,"WasmEdge est un environnement d'exécution WebAssembly performant, optimisé pour le cloud et l'edge computing.",https://wasmedge.org
airbyte,ai_ml_automation,tool_platform,Airbyte,Airbyte,Airbyte is an open-source data integration platform that simplifies data pipeline creation and management.,Airbyte est une plateforme d'intégration de données open-source facilitant la création et la gestion des pipelines.,https://airbyte.com
dagster,data_analytics_bi,tool_platform,Dagster,Dagster,"Dagster is a data orchestrator that helps build, run, and monitor data pipelines efficiently.","Dagster est un orchestrateur de données permettant de construire, exécuter et surveiller efficacement les pipelines.",https://dagster.io
prefect,data_analytics_bi,tool_platform,Prefect,Prefect,Prefect is a workflow management system designed for dataflow automation and orchestration.,Prefect est un système de gestion de workflows pour automatiser et orchestrer les flux de données.,https://prefect.io
trino,data_analytics_bi,tool_platform,Trino,Trino,Trino is a distributed SQL query engine for running interactive analytics across large datasets.,Trino est un moteur de requêtes SQL distribué pour analyser rapidement de grands volumes de données.,https://trino.io
clickhouse,data_analytics_bi,tool_platform,ClickHouse,ClickHouse,ClickHouse is a columnar database management system optimized for real-time analytical queries.,"ClickHouse est un système de gestion de bases de données en colonnes, idéal pour l'analyse en temps réel.",https://clickhouse.com
apache-druid,data_analytics_bi,tool_platform,Apache Druid,Apache Druid,Apache Druid is a high-performance analytics data store for real-time data exploration.,Apache Druid est un magasin de données analytique performant pour l'exploration en temps réel.,https://druid.apache.org
delta-lake,data_analytics_bi,tool_platform,Delta Lake,Delta Lake,Delta Lake is an open-source storage layer that brings reliability to data lakes with ACID transactions.,Delta Lake est une couche de stockage open-source qui apporte fiabilité et transactions ACID aux data lakes.,https://delta.io
apache-hudi,data_analytics_bi,tool_platform,Apache Hudi,Apache Hudi,Apache Hudi enables managing and processing large datasets with incremental data updates.,Apache Hudi facilite la gestion et le traitement de grands ensembles de données avec des mises à jour incrémentielles.,https://hudi.apache.org
dask,data_analytics_bi,tool_platform,Dask,Dask,Dask is a flexible parallel computing library for analytics and data science in Python.,Dask est une bibliothèque de calcul parallèle flexible pour l'analyse et la science des données en Python.,https://dask.org
apache-beam,data_analytics_bi,tool_platform,Apache Beam,Apache Beam,Apache Beam is a unified programming model for batch and stream data processing.,Apache Beam est un modèle de programmation unifié pour le traitement de données par lots et en flux.,https://beam.apache.org
great-expectations,data_analytics_bi,tool_platform,Great Expectations,Great Expectations,"Great Expectations is a tool for validating, documenting, and profiling data quality.","Great Expectations est un outil pour valider, documenter et analyser la qualité des données.",
soda,data_analytics_bi,tool_platform,Soda,Soda,Soda is an open-source data testing and validation framework to ensure data quality.,Soda est un cadre open-source pour tester et valider la qualité des données.,https://soda.io
monte-carlo,data_analytics_bi,tool_platform,Monte Carlo,Monte Carlo,Monte Carlo provides data observability solutions to monitor data health and quality.,Monte Carlo offre des solutions d'observabilité des données pour surveiller leur santé et leur qualité.,
openmetadata,data_analytics_bi,tool_platform,OpenMetadata,OpenMetadata,OpenMetadata is an open-source metadata management platform for data governance.,OpenMetadata est une plateforme open-source de gestion des métadonnées pour la gouvernance des données.,
datahub,data_analytics_bi,tool_platform,DataHub,DataHub,DataHub is an open-source metadata platform for data discovery and governance.,DataHub est une plateforme open-source pour la découverte et la gouvernance des données.,
apache-superset,data_analytics_bi,tool_platform,Apache Superset,Apache Superset,Apache Superset is a modern data exploration and visualization platform.,Apache Superset est une plateforme moderne pour l'exploration et la visualisation de données.,https://superset.apache.org
hex,data_analytics_bi,tool_platform,Hex,Hex,"Hex is a collaborative platform for data analysis, visualization, and reporting.","Hex est une plateforme collaborative pour l'analyse, la visualisation et la création de rapports de données.",https://hex.tech
mode,data_analytics_bi,tool_platform,Mode,Mode,"Mode is a data analytics platform that combines SQL, Python, and R for insights and reporting.","Mode est une plateforme d'analyse de données combinant SQL, Python et R pour obtenir des insights.",https://mode.com
elasticsearch,data_analytics_bi,tool_platform,Elasticsearch,Elasticsearch,Elasticsearch is a distributed search and analytics engine for all types of data.,Elasticsearch est un moteur de recherche et d'analytique distribué pour tout type de données.,
neo4j,data_analytics_bi,tool_platform,Neo4j,Neo4j,Neo4j is a graph database optimized for connected data and complex queries.,"Neo4j est une base de données orientée graphe, idéale pour les données connectées et les requêtes complexes.",https://neo4j.com
apache-cassandra,data_analytics_bi,tool_platform,Apache Cassandra,Apache Cassandra,Apache Cassandra is a scalable NoSQL database designed for high availability and performance.,"Apache Cassandra est une base NoSQL évolutive, conçue pour la haute disponibilité et la performance.",https://cassandra.apache.org
amazon-dynamodb,data_analytics_bi,tool_platform,Amazon DynamoDB,Amazon DynamoDB,Amazon DynamoDB is a fully managed NoSQL database service optimized for low latency.,"Amazon DynamoDB est un service de base de données NoSQL entièrement géré, optimisé pour la faible latence.",https://aws.amazon.com/dynamodb
langfuse,ai_ml_automation,tool_platform,Langfuse,Langfuse,Langfuse is a platform for monitoring and analyzing AI language model usage to optimize performance and detect issues in real-time.,Langfuse est une plateforme de surveillance et d’analyse de l’utilisation des modèles de langage IA pour optimiser les performances et détecter les problèmes en temps réel.,https://langfuse.com
langsmith,ai_ml_automation,tool_platform,LangSmith,LangSmith,LangSmith is a platform for developing and managing language models and AI workflows.,LangSmith est une plateforme pour développer et gérer des modèles linguistiques et des flux de travail IA.,
haystack,ai_ml_automation,tool_platform,Haystack,Haystack,Haystack is an open-source framework for building search systems and question-answering applications.,Haystack est un cadre open-source pour créer des systèmes de recherche et des applications de questions-réponses.,
crewai,ai_ml_automation,tool_platform,CrewAI,CrewAI,CrewAI is a platform designed to facilitate AI project collaboration and automation.,CrewAI est une plateforme conçue pour faciliter la collaboration et l'automatisation des projets IA.,
autogen,ai_ml_automation,tool_platform,AutoGen,AutoGen,AutoGen is a tool platform for automating AI model generation and deployment processes.,AutoGen est une plateforme pour automatiser la génération et le déploiement de modèles IA.,
modal,ai_ml_automation,tool_platform,Modal,Modal,Modal provides tools for building and deploying AI models in scalable environments.,Modal offre des outils pour créer et déployer des modèles IA dans des environnements évolutifs.,
runpod,ai_ml_automation,tool_platform,RunPod,RunPod,RunPod offers cloud-based GPU resources for training and running AI models.,RunPod propose des ressources GPU en cloud pour entraîner et exécuter des modèles IA.,
comfyui,ai_ml_automation,tool_platform,ComfyUI,ComfyUI,ComfyUI is a user-friendly interface for designing and managing AI workflows.,ComfyUI est une interface conviviale pour concevoir et gérer des flux de travail IA.,
bentoml,ai_ml_automation,tool_platform,BentoML,BentoML,"BentoML is an open-source platform for serving, managing, and deploying machine learning models.","BentoML est une plateforme open-source pour servir, gérer et déployer des modèles d'apprentissage automatique.",https://bentoml.org
kubeflow,ai_ml_automation,tool_platform,Kubeflow,Kubeflow,Kubeflow is an open-source toolkit for deploying scalable machine learning workflows on Kubernetes.,Kubeflow est une boîte à outils open-source pour déployer des flux de travail ML évolutifs sur Kubernetes.,https://kubeflow.org
feast,ai_ml_automation,tool_platform,Feast,Feast,Feast is an open-source feature store for managing and serving machine learning features.,Feast est un magasin de fonctionnalités open-source pour gérer et servir des caractéristiques ML.,https://feast.dev
label-studio,ai_ml_automation,tool_platform,Label Studio,Label Studio,Label Studio is an open-source data labeling tool for creating training datasets for AI models.,Label Studio est un outil open-source pour l'annotation de données afin de créer des jeux de données pour l'IA.,
evidently-ai,ai_ml_automation,tool_platform,Evidently AI,Evidently AI,Evidently AI provides tools for monitoring and analyzing machine learning model performance.,Evidently AI offre des outils pour surveiller et analyser la performance des modèles ML.,
wix,marketing_sales_content,tool_platform,Wix,Wix,Wix is a platform for building and managing websites with drag-and-drop tools.,Wix est une plateforme pour créer et gérer des sites web avec des outils glisser-déposer.,https://wix.com
squarespace,industry_hardware_mobility,tool_platform,Squarespace,Squarespace,Squarespace offers website building tools with customizable templates and e-commerce features.,Squarespace propose des outils pour créer des sites web avec des modèles personnalisables et des fonctionnalités e-commerce.,https://squarespace.com
power-automate,business_operations_management,tool_platform,Power Automate,Power Automate,Power Automate enables automation of workflows across various applications and services.,Power Automate permet d'automatiser des flux de travail entre différentes applications et services.,https://powerautomate.microsoft.com
uipath,business_operations_management,tool_platform,UiPath,UiPath,UiPath is a leading platform for robotic process automation (RPA) to streamline business tasks.,UiPath est une plateforme de RPA pour automatiser et optimiser les tâches professionnelles.,https://uipath.com
automation-anywhere,business_operations_management,tool_platform,Automation Anywhere,Automation Anywhere,Automation Anywhere offers RPA solutions to automate complex business processes.,Automation Anywhere propose des solutions RPA pour automatiser des processus métier complexes.,
workato,business_operations_management,tool_platform,Workato,Workato,Workato provides an integration and automation platform for connecting apps and automating workflows.,Workato est une plateforme d'intégration et d'automatisation pour connecter des applications et automatiser des flux.,https://workato.com
pipedream,software_engineering,tool_platform,Pipedream,Pipedream,Pipedream is a platform for building and running workflows that connect APIs and services.,Pipedream est une plateforme pour créer et exécuter des flux connectant API et services.,https://pipedream.com
activepieces,software_engineering,tool_platform,Activepieces,Activepieces,Activepieces is an open-source platform for automating workflows and integrations.,Activepieces est une plateforme open-source pour automatiser des flux de travail et des intégrations.,
ifttt,business_operations_management,tool_platform,IFTTT,IFTTT,IFTTT allows users to create simple automation between apps and devices.,IFTTT permet aux utilisateurs de créer des automatisations simples entre applications et appareils.,https://ifttt.com
strapi,software_engineering,tool_platform,Strapi,Strapi,Strapi is an open-source headless CMS for building APIs and managing content.,Strapi est un CMS headless open-source pour créer des API et gérer du contenu.,https://strapi.io
contentful,marketing_sales_content,tool_platform,Contentful,Contentful,Contentful is a content management platform for building digital experiences.,Contentful est une plateforme de gestion de contenu pour créer des expériences numériques.,https://contentful.com
sanity,software_engineering,tool_platform,Sanity,Sanity,Sanity is a platform for structured content management and real-time collaboration.,Sanity est une plateforme pour la gestion de contenu structuré et la collaboration en temps réel.,https://sanity.io
ghost,marketing_sales_content,tool_platform,Ghost,Ghost,Ghost is an open-source platform for publishing and managing online content and blogs.,Ghost est une plateforme open-source pour publier et gérer du contenu en ligne et des blogs.,https://ghost.org
directus,software_engineering,tool_platform,Directus,Directus,Directus is an open-source data platform that provides a flexible API and intuitive interface for managing content and data.,Directus est une plateforme de gestion de données open-source offrant une API flexible et une interface intuitive pour gérer du contenu et des données.,https://directus.io
payload,software_engineering,tool_platform,Payload,Payload,"Payload is a headless CMS built with React and Node.js, designed for creating customizable content management solutions.","Payload est un CMS headless construit avec React et Node.js, conçu pour créer des solutions de gestion de contenu personnalisables.",
storyblok,software_engineering,tool_platform,Storyblok,Storyblok,"Storyblok is a visual headless CMS that allows users to create, manage, and preview content with a visual editor.","Storyblok est un CMS headless visuel qui permet de créer, gérer et prévisualiser du contenu avec un éditeur visuel.",https://storyblok.com
drupal,software_engineering,tool_platform,Drupal,Drupal,Drupal is a powerful open-source content management system used for building complex websites and applications.,"Drupal est un système de gestion de contenu open-source puissant, utilisé pour créer des sites web et des applications complexes.",https://drupal.org
glide,software_engineering,tool_platform,Glide,Glide,Glide is a platform that enables users to build mobile apps from Google Sheets without coding.,Glide est une plateforme qui permet de créer des applications mobiles à partir de Google Sheets sans coder.,
softr,software_engineering,tool_platform,Softr,Softr,Softr allows users to build websites and web apps easily using Airtable as a backend.,Softr permet de créer facilement des sites web et des applications web en utilisant Airtable comme backend.,https://softr.io
power-apps,software_engineering,tool_platform,Power Apps,Power Apps,Power Apps by Microsoft enables rapid development of custom business applications with minimal coding.,Power Apps de Microsoft permet de développer rapidement des applications métier personnalisées avec peu de code.,https://powerapps.microsoft.com
flutterflow,software_engineering,tool_platform,FlutterFlow,FlutterFlow,FlutterFlow is a visual app builder for creating Flutter applications for mobile and web.,FlutterFlow est un constructeur d'applications visuel pour créer des applications Flutter pour mobile et web.,https://flutterflow.io
adalo,software_engineering,tool_platform,Adalo,Adalo,Adalo is a platform for building no-code mobile and web applications with drag-and-drop components.,Adalo est une plateforme pour créer des applications mobiles et web sans code avec des composants glisser-déposer.,https://adalo.com
xano,software_engineering,tool_platform,Xano,Xano,Xano provides a no-code backend platform to build scalable APIs and applications quickly.,Xano offre une plateforme backend sans code pour créer des API évolutives et des applications rapidement.,https://xano.com
appsheet,software_engineering,tool_platform,AppSheet,AppSheet,AppSheet allows users to create custom mobile and web apps directly from data sources like Google Sheets.,AppSheet permet de créer des applications mobiles et web personnalisées directement à partir de sources de données comme Google Sheets.,https://appsheet.com
budibase,software_engineering,tool_platform,Budibase,Budibase,Budibase is an open-source platform for building internal tools and business apps rapidly.,Budibase est une plateforme open-source pour créer rapidement des outils internes et des applications métier.,https://budibase.com
coda,business_operations_management,tool_platform,Coda,Coda,"Coda is a versatile document platform combining documents, spreadsheets, and apps for team collaboration.","Coda est une plateforme de documents polyvalente combinant documents, feuilles de calcul et applications pour la collaboration en équipe.",https://coda.io
smartsheet,business_operations_management,tool_platform,Smartsheet,Smartsheet,"Smartsheet is a platform for work management and automation, enabling teams to plan, track, and automate work.","Smartsheet est une plateforme de gestion de travail et d'automatisation permettant aux équipes de planifier, suivre et automatiser le travail.",https://smartsheet.com
prestashop,software_engineering,tool_platform,PrestaShop,PrestaShop,PrestaShop is an open-source e-commerce platform for creating and managing online stores.,PrestaShop est une plateforme e-commerce open-source pour créer et gérer des boutiques en ligne.,https://prestashop.com
lua,software_engineering,language,Lua,Lua,"Lua is a lightweight, high-level programming language commonly used for scripting in games and embedded systems.","Lua est un langage de programmation léger et de haut niveau, souvent utilisé pour le scripting dans les jeux et les systèmes embarqués.",https://lua.org
perl,software_engineering,language,Perl,Perl,"Perl is a high-level, versatile programming language known for text processing and system administration.","Perl est un langage de programmation de haut niveau, reconnu pour le traitement de texte et l'administration système.",https://perl.org
haskell,software_engineering,language,Haskell,Haskell,Haskell is a purely functional programming language known for its expressiveness and safety.,"Haskell est un langage de programmation purement fonctionnel, reconnu pour son expressivité et sa sécurité.",https://haskell.org
clojure,software_engineering,language,Clojure,Clojure,Clojure is a modern Lisp dialect that emphasizes functional programming and concurrency.,Clojure est un dialecte Lisp moderne qui met l'accent sur la programmation fonctionnelle et la concurrence.,https://clojure.org
erlang,software_engineering,language,Erlang,Erlang,"Erlang is a programming language used for building scalable, fault-tolerant systems, especially in telecom.","Erlang est un langage utilisé pour construire des systèmes évolutifs et tolérants aux pannes, notamment dans les télécommunications.",https://erlang.org
f-sharp,software_engineering,language,F#,F#,"F# is a functional-first programming language on the .NET platform, suitable for data analysis and development.","F# est un langage fonctionnel sur la plateforme .NET, adapté à l'analyse de données et au développement.",
objective-c,software_engineering,language,Objective-C,Objective-C,Objective-C is a programming language primarily used for macOS and iOS app development.,Objective-C est un langage principalement utilisé pour le développement d'applications macOS et iOS.,
groovy,software_engineering,language,Groovy,Groovy,"Groovy is a dynamic language for the Java platform, often used for scripting and automation.","Groovy est un langage dynamique pour la plateforme Java, souvent utilisé pour le scripting et l'automatisation.",https://groovy-lang.org
gdscript,software_engineering,language,GDScript,GDScript,"GDScript is a high-level, dynamically typed programming language used in the Godot game engine.","GDScript est un langage de haut niveau, dynamiquement typé, utilisé dans le moteur de jeu Godot.",
ruby-on-rails,software_engineering,tool_platform,Ruby on Rails,Ruby on Rails,"Ruby on Rails is a popular web application framework written in Ruby, emphasizing convention over configuration.","Ruby on Rails est un framework web populaire écrit en Ruby, mettant l'accent sur la convention plutôt que la configuration.",https://rubyonrails.org
asp-net-core,software_engineering,tool_platform,ASP.NET Core,ASP.NET Core,"ASP.NET Core is a cross-platform framework for building modern, cloud-based, internet-connected applications.","ASP.NET Core est un cadre multiplateforme pour créer des applications modernes, basées sur le cloud et connectées à Internet.",
net,software_engineering,tool_platform,.NET,.NET,".NET is a versatile platform for developing a wide range of applications, from web to desktop.",".NET est une plateforme polyvalente pour développer une large gamme d'applications, du web au bureau.",
flask,software_engineering,tool_platform,Flask,Flask,Flask is a lightweight Python web framework for building simple and scalable web applications.,Flask est un micro-framework Python pour créer des applications web simples et évolutives.,https://flask.palletsprojects.com/en/latest
nestjs,software_engineering,tool_platform,NestJS,NestJS,"NestJS is a progressive Node.js framework for building efficient, reliable, and scalable server-side applications.","NestJS est un framework Node.js progressif pour créer des applications côté serveur efficaces, fiables et évolutives.",https://nestjs.com
astro,software_engineering,tool_platform,Astro,Astro,Astro is a modern static site builder that optimizes performance by shipping less JavaScript.,Astro est un générateur de sites statiques modernes qui optimise la performance en envoyant moins de JavaScript.,https://astro.build
remix,software_engineering,tool_platform,Remix,Remix,Remix is a full-stack web framework focused on user experience and performance.,Remix est un framework web full-stack axé sur l'expérience utilisateur et la performance.,https://remix.run
solidjs,software_engineering,tool_platform,SolidJS,SolidJS,SolidJS is a declarative JavaScript library for building user interfaces with high performance.,SolidJS est une bibliothèque JavaScript déclarative pour créer des interfaces utilisateur performantes.,https://solidjs.com
deno,software_engineering,tool_platform,Deno,Deno,"Deno is a secure runtime for JavaScript and TypeScript, built with modern features.","Deno est un environnement d'exécution sécurisé pour JavaScript et TypeScript, avec des fonctionnalités modernes.",https://deno.land
bun,software_engineering,tool_platform,Bun,Bun,"Bun is a fast JavaScript runtime like Node.js, optimized for performance and developer experience.","Bun est un environnement d'exécution JavaScript rapide, comme Node.js, optimisé pour la performance et l'expérience développeur.",https://bun.sh
prisma,software_engineering,tool_platform,Prisma,Prisma,"Prisma is an ORM for Node.js and TypeScript, simplifying database access and management.","Prisma est un ORM pour Node.js et TypeScript, simplifiant l'accès et la gestion des bases de données.",https://prisma.io
trpc,software_engineering,tool_platform,tRPC,tRPC,"TRPC enables building typesafe APIs without schemas, using TypeScript.","TRPC permet de créer des API typesafe sans schémas, en utilisant TypeScript.",https://trpc.io
drizzle,software_engineering,tool_platform,Drizzle,Drizzle,"Drizzle is a lightweight ORM for TypeScript and JavaScript, designed for simplicity and type safety.","Drizzle est un ORM léger pour TypeScript et JavaScript, conçu pour la simplicité et la sécurité des types.",https://orm.drizzle.team
sveltekit,software_engineering,tool_platform,SvelteKit,SvelteKit,"SvelteKit is a framework for building fast, modern web applications with Svelte.",SvelteKit est un framework pour créer des applications web rapides et modernes avec Svelte.,
nuxt,software_engineering,tool_platform,Nuxt,Nuxt,Nuxt is a framework for creating Vue.js applications with server-side rendering and static site generation.,Nuxt est un framework pour créer des applications Vue.js avec rendu côté serveur et génération de sites statiques.,
gin,software_engineering,tool_platform,Gin,Gin,"Gin is a high-performance web framework for Go, ideal for building APIs and microservices.","Gin est un framework web performant pour Go, idéal pour créer des API et des microservices.",https://gin-gonic.com
actix,software_engineering,tool_platform,Actix,Actix,"Actix is a powerful actor framework for Rust, used for building concurrent web applications.","Actix est un framework d'acteurs puissant pour Rust, utilisé pour créer des applications web concurrentes.",https://actix.rs
phoenix,software_engineering,tool_platform,Phoenix,Phoenix,"Phoenix is a web development framework written in Elixir, known for its real-time capabilities.","Phoenix est un framework web écrit en Elixir, reconnu pour ses capacités en temps réel.",
affinity-designer,product_ux_design,tool_platform,Affinity Designer,Affinity Designer,Affinity Designer is a vector graphic design software for creating illustrations and branding.,Affinity Designer est un logiciel de conception vectorielle pour créer des illustrations et des identités visuelles.,https://affinity.serif.com/en-us/designer
penpot,product_ux_design,tool_platform,Penpot,Penpot,Penpot is an open-source design and prototyping tool for teams and individuals.,Penpot est un outil de conception et de prototypage open-source pour les équipes et les particuliers.,https://penpot.app
spline,product_ux_design,tool_platform,Spline,Spline,Spline is a 3D design tool for creating interactive web experiences and prototypes.,Spline est un outil de conception 3D pour créer des expériences web interactives et des prototypes.,https://spline.design
rive,product_ux_design,tool_platform,Rive,Rive,Rive is a tool for designing and animating interactive vector graphics for apps and websites.,Rive est un outil pour concevoir et animer des graphiques vectoriels interactifs pour applications et sites web.,https://rive.app
lottie,product_ux_design,tool_platform,Lottie,Lottie,Lottie is a library for rendering animations exported as JSON from After Effects.,Lottie est une bibliothèque pour rendre des animations exportées en JSON depuis After Effects.,
procreate,product_ux_design,tool_platform,Procreate,Procreate,"Procreate is a digital painting app for iPad, popular among artists for its intuitive interface.","Procreate est une application de dessin numérique pour iPad, appréciée pour son interface intuitive.",https://procreate.art
adobe-illustrator,product_ux_design,tool_platform,Adobe Illustrator,Adobe Illustrator,Adobe Illustrator is a leading vector graphics editor used for creating illustrations and logos.,Adobe Illustrator est un éditeur de graphiques vectoriels de référence pour créer illustrations et logos.,https://adobe.com/products/illustrator.html
adobe-photoshop,product_ux_design,tool_platform,Adobe Photoshop,Adobe Photoshop,"Adobe Photoshop is a widely used software for photo editing, digital art, and design.","Adobe Photoshop est un logiciel très utilisé pour la retouche photo, l'art numérique et le design.",https://adobe.com/products/photoshop.html
adobe-after-effects,marketing_sales_content,tool_platform,Adobe After Effects,Adobe After Effects,A powerful tool for creating motion graphics and visual effects used in video post-production.,Un outil puissant pour créer des animations graphiques et des effets visuels utilisés en post-production vidéo.,https://adobe.com/products/aftereffects.html
cinema-4d,marketing_sales_content,tool_platform,Cinema 4D,Cinema 4D,"A 3D modeling, animation, and rendering software popular in motion graphics and visual effects.","Un logiciel de modélisation, d'animation et de rendu 3D populaire dans les effets visuels et la motion design.",
houdini,marketing_sales_content,tool_platform,Houdini,Houdini,A high-end 3D animation and visual effects software used for complex simulations and procedural generation.,"Un logiciel de modélisation et d'effets visuels 3D avancé, idéal pour les simulations complexes et la génération procédurale.",
zbrush,marketing_sales_content,tool_platform,ZBrush,ZBrush,A digital sculpting tool used for creating highly detailed 3D models and textures.,Un outil de sculpture numérique pour créer des modèles 3D et des textures très détaillés.,
adobe-substance-3d,marketing_sales_content,tool_platform,Adobe Substance 3D,Adobe Substance 3D,A suite of tools for creating and texturing 3D assets with realistic materials.,Une suite d'outils pour créer et texturer des assets 3D avec des matériaux réalistes.,https://substance3d.adobe.com
autodesk-maya,marketing_sales_content,tool_platform,Autodesk Maya,Autodesk Maya,"A comprehensive 3D animation, modeling, and rendering software used in film and game development.","Un logiciel complet d'animation, de modélisation et de rendu 3D utilisé dans le cinéma et le jeu vidéo.",https://autodesk.com/products/maya/overview
foundry-nuke,marketing_sales_content,tool_platform,Foundry Nuke,Foundry Nuke,A professional compositing software used for visual effects and post-production workflows.,Un logiciel de composition professionnel utilisé dans les effets visuels et la post-production.,https://foundry.com/products/nuke
final-cut-pro,marketing_sales_content,tool_platform,Final Cut Pro,Final Cut Pro,"A video editing software developed by Apple, popular among professional editors.","Un logiciel de montage vidéo développé par Apple, prisé par les professionnels du montage.",
descript,marketing_sales_content,tool_platform,Descript,Descript,An audio and video editing platform with transcription and collaboration features.,Une plateforme de montage audio et vidéo avec transcription et fonctionnalités de collaboration.,https://descript.com
logic-pro,marketing_sales_content,tool_platform,Logic Pro,Logic Pro,"A digital audio workstation for music production, recording, and editing by Apple.","Une station de travail audio numérique pour la production musicale, l'enregistrement et le montage par Apple.",
pro-tools,marketing_sales_content,tool_platform,Pro Tools,Pro Tools,A professional audio editing software widely used in music and post-production.,Un logiciel d'édition audio professionnel largement utilisé dans la musique et la post-production.,
fl-studio,marketing_sales_content,tool_platform,FL Studio,FL Studio,"A digital audio workstation for music production, beat making, and mixing.","Une station de travail audio numérique pour la production musicale, la création de beats et le mixage.",
google-veo,ai_ml_automation,tool_platform,Google Veo,Google Veo,"Google Veo is a tool or platform by Google related to AI or machine learning, but specific details are not confirmed.","Google Veo est un outil ou une plateforme de Google liée à l’IA ou au machine learning, mais les détails précis ne sont pas confirmés.",https://google.com
pika,ai_ml_automation,tool_platform,Pika,Pika,"Pika is a tool or platform in AI or automation, but detailed official information is not clearly established.","Pika est un outil ou une plateforme dans l’IA ou l’automatisation, mais les informations officielles détaillées ne sont pas clairement établies.",
sora,ai_ml_automation,tool_platform,Sora,Sora,"Sora is a tool or platform related to AI or automation, though specific official details are unavailable.","Sora est un outil ou une plateforme liée à l’IA ou à l’automatisation, bien que les détails officiels spécifiques soient indisponibles.",
krea,ai_ml_automation,tool_platform,Krea,Krea,"Krea is an AI-powered platform for creative content generation, helping users produce images or designs from text prompts.","Krea est une plateforme alimentée par l’IA pour la création de contenu, aidant les utilisateurs à générer images ou designs à partir de descriptions textuelles.",https://krea.ai
ideogram,ai_ml_automation,tool_platform,Ideogram,Ideogram,"Ideogram is an AI tool that generates images from text prompts, focusing on creative and artistic visual content.","Ideogram est un outil IA qui génère des images à partir de descriptions textuelles, axé sur le contenu visuel créatif et artistique.",https://ideogram.ai
recraft,ai_ml_automation,tool_platform,Recraft,Recraft,"Recraft is an AI platform designed to assist in content creation and automation, enhancing productivity with intelligent tools.","Recraft est une plateforme IA conçue pour aider à la création de contenu et à l’automatisation, améliorant la productivité grâce à des outils intelligents.",
